Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Costa Rica,CRI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,6.8,6.9,5.1,4.7,4.7,4.7,3.3,3.3,1.8,2.4,2.5,1.5,1.8,1.7,1.6,1.5,1.6,1.3,1.2,1.5,1.1,2.3,1.2,0.9,0.9
Costa Rica,CRI,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,14,14.8,11.5,10.5,10.5,9.8,8.5,8.2,5.9,5.7,6.1,4.1,4.8,4.4,4.3,4.3,4.4,4.1,3.1,4,3.5,6,3.7,3.3,3
Costa Rica,CRI,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,36.1,36.1,28,27.8,26.5,27.9,25.4,25.1,20.3,20,19.4,15.6,16.4,15.6,15.6,15.1,14.8,14.2,12.9,13.9,13.7,19.9,14.5,14.1,12.7
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1865.123050913,1809.9208007197,1725.15594158154,1636.44695138318,1521.88484247584,1534.07671706097,1514.62055818381,1523.23305807737,1507.0895959785,1545.88009290163,1568.02113626619,1640.31503436099,1520.34230277722,1602.91092359677,1739.15519489133,1858.61535346662,1941.58189765549,2027.83397580544,2122.50261940544,2168.9134420144,2256.83795553384,2216.32725307011,2315.32192748096,2399.69993821474,2493.45561015491
Cote d'Ivoire,CIV,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,29.1,..,..,..,..,..,34.4,..,..,..,..,..,..,33.4,..,..,11.5,..,..,9.7,..,..
Cote d'Ivoire,CIV,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,63.5,..,..,..,..,..,62.9,..,..,..,..,..,..,63.2,..,..,39.7,..,..,38.4,..,..
Cote d'Ivoire,CIV,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,86.6,..,..,..,..,..,86.6,..,..,..,..,..,..,87.9,..,..,75.6,..,..,76.4,..,..
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8537.53310140901,8877.06198270207,9513.18667689447,10060.9843288304,10621.3382676193,11062.217478791,11523.8771567415,12106.0773705568,12723.2435030642,12981.7342458991,12057.74381667,11937.098030154,11971.4067507245,11732.0783419948,11728.6998899248,11736.3348824454,12135.1036186683,12666.0872076662,13250.4107171878,13768.18944713,14321.3344788474,13157.9724255737,15520.7974934349,16712.0360519694,17234.4810868316
Croatia,HRV,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,0.9,1.2,0.6,0.8,0.7,1,0.6,0.6,0.5,0.4,0.3,0.3,0.3,..,..
Croatia,HRV,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,1.6,2.2,1.8,2,2,1.7,1.3,1.3,1.1,0.7,0.6,0.7,0.4,..,..
Croatia,HRV,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,5.1,6.6,7.5,8.1,7.8,6.6,5.8,4.7,4.2,2.7,2.4,2.1,1.8,..,..
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3896.29809354724,4113.4902753527,4231.80366203398,4280.2167334089,4430.98453902849,4675.78877189456,5189.92860406232,5808.64073457228,6225.3545178506,6477.77794405304,6567.96015470346,6720.64991517329,6903.91170541987,7105.4043292251,7292.70813411035,7362.31125920052,7683.74025365669,7721.70356978028,7865.33860875385,8047.94103064616,8043.01419726511,7172.51792767657,7291.0377716217,7449.68287994077,..
Cuba,CUB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,21523.6458973702,22171.0655460422,22231.8793091625,21840.8913168396,21512.1116035171,21112.3219220136,20913.6630394407,21011.1570622011,21202.4305115575,20952.8998451864,20706.4374577658,20518.0986087103,20277.5111916571,19921.4770634064,19529.5286704975,19361.8130008678,18953.0537415003,18651.4798142441,18355.1767135889,17980.5298177114,14974.3256723655,15867.2457470625,17391.6157780585,..
Curacao,CUW,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21349.64453125,22383.857421875,23019.138671875,23604.0703125,23930.66015625,24799.537109375,25631.255859375,26395.400390625,27156.671875,27449.03125,26183.451171875,26090.037109375,25538.771484375,24285.486328125,22738.48046875,22581.81640625,23487.21875,24916.619140625,26101.28515625,27241.064453125,28362.083984375,27076.740234375,29484.400390625,30556.71875,30768.919921875
Cyprus,CYP,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,0.1,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0.2,0,0,..,..
Cyprus,CYP,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,0.1,0.1,0,0,0,0.1,0.1,0,0,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,..,..
Cyprus,CYP,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,0.3,0.1,0,0.1,0,0.2,0.2,0.2,0.1,0.3,0.4,0.1,0.1,0.1,0.2,0.3,0.2,0.1,..,..
Czechia,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11805.6718407762,12312.497769842,12734.9220286548,12959.8174813078,13428.099616179,14070.2804589818,14978.4131869153,15948.7452897204,16739.1787158121,17046.8850268926,16160.6205565942,16505.9537034372,16761.8273125123,16606.9925391504,16593.8642307285,16951.3791150445,17829.6983223668,18247.0117295456,19139.2398841383,19689.5827032979,20206.4256384905,19048.0868543829,20085.5160696325,20237.2945527073,19800.27922057
Czechia,CZE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,0,..,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,..,..
Czechia,CZE,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,0,..,0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0,0,0.1,..,..
Czechia,CZE,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,0.7,..,1.3,0.8,0.8,0.7,0.5,0.8,0.9,0.8,0.9,0.7,0.8,0.4,0.7,0.5,0.2,0.3,0.4,0.3,..,..
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,47622.4390779319,49241.9280041345,49469.6888088275,49541.8555503286,49599.9969640753,50792.00095345,51835.8327062445,53687.4415474978,53935.8702479631,53345.3576182976,50457.2324892863,51173.4661587111,51644.4635097775,51567.0401502519,51831.7979309232,52404.7639713382,53254.8563700916,54556.0689545694,55735.7649011485,56563.4884729669,57203.0277943447,55653.587445315,59205.6466881475,60345.5573176803,61031.8137139511
Denmark,DNK,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0,..,..,0.3,0.3,0.3,0.1,0,0.1,0.5,0.1,0,0,0.3,0.2,0.2,0.3,0.1,0.2,0.3,0.2,0.2,..,..
Denmark,DNK,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,0,..,..,0.4,0.3,0.3,0.2,0.3,0.4,0.6,0.1,0,0,0.3,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.2,..,..
Denmark,DNK,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,0.2,..,..,0.4,0.4,0.5,0.3,0.6,0.8,1,0.2,0.6,0.4,0.6,0.7,0.4,0.5,0.3,0.3,0.4,0.4,0.3,..,..
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2167.20245692426,2279.57759541412,2409.31190224284,2538.05401932202,2632.91333316916,2714.35164845975,2820.06286565541,2814.82622084057,2901.13711251222,2968.25154583978,3122.94931037635
Djibouti,DJI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,22.5,..,..,..,..,..,..,..,..,..,19.7,24.9,..,..,..,19.1,..,..,..,..,..,..
Djibouti,DJI,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,51.6,..,..,..,..,..,..,..,..,..,42.2,47.8,..,..,..,43.8,..,..,..,..,..,..
Djibouti,DJI,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,82.5,..,..,..,..,..,..,..,..,..,76,80.6,..,..,..,78.5,..,..,..,..,..,..
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6077.21916000036,6251.47117702852,6265.1719532047,6078.27172051108,6447.43143200502,6631.33314056172,6665.10597083414,6968.76324824362,7407.93063625493,7934.64607484249,7841.27318767384,7897.69032712761,7881.52520243285,7781.5327622706,7711.44603797089,8013.75308524294,7724.04241057376,7929.80528358816,7370.43311670808,7586.64614100055,7936.3048182003,6566.42735674195,6978.47049678221,7335.19475752488,7648.98329093903
Dominica,DMA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4050.58152494283,4175.17102394888,4214.57376104824,4340.8999356515,4222.59033728834,4272.07523234141,4612.80874879234,4971.23816601656,5272.86411165654,5373.09625339146,5353.59822158028,5724.30729059668,5827.3832526434,5909.86337640133,6120.9911643647,6472.84908582725,6838.93674590634,7209.99020214435,7461.65326899816,7894.95519223748,8205.14259161047,7571.78282025612,8410.60584349772,8732.08073884782,8856.06866323606
Dominican Republic,DOM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,6.7,5.1,7.6,8.7,11.6,7.4,6.3,6.1,5.4,4.7,3.9,4.1,3.8,3,3.4,2.5,2,1,0.8,0.8,1,0.9,0.8,..
Dominican Republic,DOM,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,16.1,16.1,17.7,21.8,27.9,21.4,18.6,18.1,18.6,16.8,16.7,13.7,14.3,13.7,10.9,8.8,8,5.4,4.2,3.5,5.2,4.3,4,..
Dominican Republic,DOM,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,41.1,40.5,40,49,57,48.2,45,44.3,45.9,42.9,43.7,41.6,41.2,40.5,34.8,30.4,28.7,25.5,22.2,20.2,23.2,23.2,21.5,..
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3998.0273528157,3973.03005010677,4069.55768474214,4196.57413303095,4242.77864407651,4454.49472618434,4614.70842300313,4732.87573654346,4740.75898913528,4966.6192952595,4937.0383970139,5051.38961980715,5390.58436739307,5611.68047480911,5924.85887264747,6084.30764715655,6002.1083111024,5872.45971953305,6127.14946730109,6075.16615648774,5970.1089450969,5342.73903751582,5798.36443701443,6087.53527916046,6166.00475903588
Ecuador,ECU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,21.8,28.2,..,..,14.8,15.1,11.8,8.2,8.5,7.5,7.3,5.7,4.7,4.5,3.2,2.6,3.4,3.6,3.2,3.3,3.6,6.5,3.6,3.2,3.8
Ecuador,ECU,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,40.5,50.2,..,..,30.7,32.4,25.5,20.1,19.6,18.5,17.7,15.1,12.3,11.7,10.2,8.7,9.5,9.5,8.9,9.7,9.9,14.4,10.9,9.5,10.3
Ecuador,ECU,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,67.8,75.9,..,..,57.7,59,50.6,45.8,44.9,42.3,43.2,38.8,34.7,31.4,31.2,27.6,28.8,28.2,27.1,27.8,29.7,34.6,31.7,29.9,29.6
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2416.36232619925,2517.58050563617,2553.52840907008,2560.4574089243,2587.63050810527,2639.34706860676,2703.22258344184,2832.54820018374,2974.68787145408,3125.74753015317,3208.45226745432,3305.88324715313,3290.76182774719,3288.79435493296,3283.74071993308,3301.20444348468,3370.38244716015,3444.26826193572,3517.5878945716,3635.42058228397,3769.03576992117,3835.78421490004,3896.8428528144,4088.89704539565,4177.61445981918
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,..,..,..,..,3.1,..,..,..,2.9,..,1,..,0.9,..,..,0.9,..,2.5,..,1.5,..,..,..,..
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,21.2,..,..,..,..,28.1,..,..,..,26,..,17.8,..,13.7,..,..,13.2,..,22,..,17.6,..,..,..,..
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,70.5,..,..,..,..,77.7,..,..,..,77.5,..,70.6,..,67.8,..,..,64.5,..,72.6,..,68.8,..,..,..,..
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2941.48305151508,2957.37186689019,2968.63154164567,3003.69833628238,3042.83465041755,3065.41878796182,3146.470376842,3284.77212894051,3340.09541238268,3398.5774694537,3314.29850047727,3373.04381097889,3487.03118820574,3573.78589982424,3637.42273060241,3686.09556191783,3761.51368000275,3845.02249284043,3921.31586279722,4009.71655712472,4104.91789162688,3773.39367367062,4208.2718463661,4310.91079863158,4442.24965962778
El Salvador,SLV,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,17.3,12.9,14.1,14.7,15.8,11.5,11.3,7.7,5.1,7.7,7.4,6.3,5.3,4.6,3.6,3.4,2.3,2.6,2.2,1.8,1.4,..,3.6,3.4,..
El Salvador,SLV,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,30.4,25.7,27.5,27.7,28.4,24.1,24.2,21,16.8,21.3,20.7,19.9,18.4,16.1,14.2,13.7,11.5,12,9.7,9,6.6,..,8.7,8.6,..
El Salvador,SLV,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,55.3,51,52.4,52.4,53.6,51.8,51.8,50.5,47.2,50.9,50.5,49.1,50,47.1,42.7,42.7,40.2,38.7,36.3,33,28.8,..,28.4,27.5,..
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3486.79895005658,3941.66353549864,6132.84731716448,6987.94267097902,7604.48072314012,10028.3543829154,11188.4485804523,11508.9259619284,12660.9055121964,14222.5488862488,13740.8400174346,11933.3110750781,12155.8187804061,12625.2959657761,11614.0029469918,11200.810716702,9788.98380369718,8594.45021923839,7818.05359002821,7079.65052622091,6472.07088263695,5995.90584446184,5905.34479962112,5976.90010750037,5506.00504082549
Equatorial Guinea,GNQ,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,832.022489632134,793.620561604165,838.898913154417,835.109997639776,780.468139189714,760.348787829391,761.031782421962,741.000743297441,739.739343408004,649.694462305529,657.786458197831,658.586271536765,702.396632469693,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9091.33319428774,9960.13903877452,10625.5792686752,11417.1679687727,12362.2482843024,13282.545519845,14631.3873257137,16155.2074300393,17459.0983144278,16607.5680643985,14205.3948829766,14585.8386603429,15692.788829336,16257.4722043516,16553.383261103,17096.6445771582,17402.0376128079,17945.9449641749,18962.4103006448,19611.6109936281,20327.0158660721,20091.0457573356,21524.6836266196,21140.9972199425,20245.2033973271
Estonia,EST,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,2.5,1.1,0.8,0.8,0.4,0.4,0.6,0.8,1,0.7,0.9,0.8,0.6,0.5,0.3,0.2,0.6,0.3,0.3,..,..
Estonia,EST,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,5.5,3.2,1.9,1.4,0.9,0.9,1.2,1.8,1.6,1.5,1.6,1.4,0.9,0.7,0.6,0.5,0.9,0.5,0.4,..,..
Estonia,EST,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,16.9,10.9,7.6,4.6,3,3,4,5.8,4.7,4.1,4.2,4,2.3,1.8,1.3,1.1,1.4,1.3,0.7,..,..
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2397.95053828403,2411.44492414984,2411.37385911468,2494.44753963835,2571.68807112893,2647.46324344273,2790.25078846218,2941.39684191088,3054.08242919777,3062.61499124935,3096.29606924652,3199.05354215576,3254.81337259645,3411.71936090081,3521.6693370061,3530.36090389521,3583.31129031343,3594.16706693255,3638.76878202013,3696.35985012092,3766.06299935158,3672.65334987563,4025.4238297996,4012.94044961743,4175.45932119359
Eswatini,SWZ,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,56.1,..,..,..,..,..,..,..,..,49.3,..,..,..,..,..,..,36.1,..,..,..,..,..,..,..
Eswatini,SWZ,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,76.4,..,..,..,..,..,..,..,..,69.7,..,..,..,..,..,..,58,..,..,..,..,..,..,..
Eswatini,SWZ,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,89.5,..,..,..,..,..,..,..,..,87.2,..,..,..,..,..,..,78.1,..,..,..,..,..,..,..
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,251.377724042943,258.870525025929,272.288550858967,268.423601807101,255.1002658482,281.520325336973,305.979354951405,329.679278769055,357.117931473262,384.572658365366,406.856927938661,445.182335585895,481.037857252846,508.065709672884,546.592835036965,586.573613503707,630.312619383054,671.290575859576,715.748734748932,744.367520290091,785.48497203795,811.255539909268,834.991291370409,857.34870016285,890.349617187314
Ethiopia,ETH,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,58,..,..,..,..,34.6,..,..,..,..,..,30.8,..,..,..,..,27,..,..,..,..,..,..,..,..
Ethiopia,ETH,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,89.5,..,..,..,..,77,..,..,..,..,..,71.3,..,..,..,..,65,..,..,..,..,..,..,..,..
Ethiopia,ETH,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,98,..,..,..,..,96.3,..,..,..,..,..,94,..,..,..,..,90.9,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,44678.6695847262,42740.2539424795,42510.3466529249,44108.5803549041,47197.6740900316,49933.3503218017,52595.0254279963,52726.6873782078,52762.4287215325,53822.9099000233,54506.387071933,56099.9689639995,54248.5497985303,56856.6853862924,59699.2008265596,..
Faroe Islands,FRO,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4114.96063487516,4000.85432660743,4038.13315286616,4125.32635826602,4125.72963304378,4302.34757408648,4291.71547116707,4330.82719658439,4257.51449547158,4272.3066086066,4191.34724230003,4297.13892743237,4397.90300983458,4446.73416598829,4645.04648054693,4894.04357132024,5105.18959221062,5223.37600776808,5499.12220259354,5708.91093020969,5679.05182722096,4701.3314678446,4451.60259894592,5313.02843815538,5698.96420483469
Fiji,FJI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,1.7,..,..,..,..,..,1,..,..,..,..,0.4,..,..,..,..,..,1.3,..,..,..,..
Fiji,FJI,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,12.8,..,..,..,..,..,9.4,..,..,..,..,6,..,..,..,..,..,12.4,..,..,..,..
Fiji,FJI,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,44.9,..,..,..,..,..,40,..,..,..,..,38.6,..,..,..,..,..,52.6,..,..,..,..
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35891.0056383953,37884.3913209153,38784.7725522584,39351.3903956183,40044.3048555829,41522.1750841224,42530.6196771877,44074.0309204141,46212.6409741216,46358.6204112971,42412.0978494183,43563.5721974365,44466.8176978572,43637.2486713657,43044.9971201474,42710.9212889729,42801.9081167285,43878.9667273579,45173.6294067199,45627.9198947233,46135.8814242631,44984.7344505487,46165.6865537387,46655.1653624268,45939.2916450135
Finland,FIN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0,..,..,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0,0,..,..
Finland,FIN,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,0,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,..,..
Finland,FIN,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,0.2,..,..,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,..,..
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,32546.9340522187,33592.4668300573,34009.8623977368,34146.3062683243,34183.6633444538,34893.5298119974,35208.855797143,35821.8719947773,36464.9592682158,36354.6586641081,35129.3622360858,35638.1215603451,36244.1871625918,36182.1511275816,36203.1908693774,36378.6186614699,36652.9223052178,36956.7958003293,37694.0833027304,38259.6977698474,38832.0242014303,35806.6178917772,38002.1942362252,38816.4792795643,38975.5766157236
France,FRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,..,..
France,FRA,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,0.2,0.2,0.2,0,0.2,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1,0,0.1,0.1,0.2,0.2,..,..
France,FRA,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,0.5,0.5,0.2,0.2,0.4,0.3,0.3,0.2,0.1,0.1,0.4,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.1,0.1,0.4,0.4,0.5,..,..
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21247.9869529184,21578.5998545808,21157.334901846,20999.7738324661,21117.5234423383,21006.6196681416,20766.3787050957,20658.3778163768,20763.088509009,20588.3465015459,19596.6834402413,19012.0533338782,18353.4024800203,18099.4799023749,18080.3079617607,18072.1137918905,18252.5142032094,18573.3849253968,19260.6195324755,19471.3901061808,19856.2590590838,18321.5279645771,18575.386202645,19262.6131998341,..
French Polynesia,PYF,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
